title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at,source
It Support Team Lead (German Speaker),It Support Team Lead (German Speaker),HCLTech,Rabat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-support-team-lead-german-speaker-at-hcltech-4385689476,IT Support,2026-03-18T02:54:52.671098,
Consultant S2P / O2C,Consultant S2P / O2C,VISEO,Casablanca-Settat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-s2p-o2c-at-viseo-4383533237,IT Support,2026-03-18T02:54:52.671098,
Data Consultant,Data Consultant,ALTEN,Rabat,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/consultant-qualit%C3%A9-data-quality-assurance-at-alten-4383109009,IT Support,2026-03-18T02:54:52.670098,
"Project Leader, Indirect Process & Technology","Project Leader, Indirect Process & Technology",GE HealthCare,Casablanca,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/project-leader-indirect-process-technology-at-ge-healthcare-4386339956,IT Support,2026-03-18T02:54:52.670098,
Consultant(E) En Recrutement,Consultant(E) En Recrutement,Tessi,Oujda,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/consultant-e-en-recrutement-at-tessi-4385340605,IT Support,2026-03-18T02:54:52.670098,
Business Developer - Talent Acquisition,Business Developer - Talent Acquisition,TCrew,Rabat et priphrie,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/business-developer-talent-acquisition-at-tcrew-4384198251,IT Support,2026-03-18T02:54:52.669099,
Technicien Helpdesk Hispanophone,Technicien Helpdesk Hispanophone,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/technicien-helpdesk-hispanophone-at-inetum-4305603149,IT Support,2026-03-18T02:54:52.669099,
Area Manager Ise Maroc F/H - Safran Electrical And Power Morocco Sa,Area Manager Ise Maroc F/H - Safran Electrical And Power Morocco Sa,AEROCONTACT.COM,Tmara,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/area-manager-ise-maroc-f-h-safran-electrical-and-power-morocco-sa-at-aerocontact-4384337910,IT Support,2026-03-18T02:54:52.669099,
Comptable Et Gestionnaire Oprationnel,Comptable Et Gestionnaire Oprationnel,igus Maroc,Casablanca et priphrie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/comptable-et-gestionnaire-op%C3%A9rationnel-at-igus-maroc-4384159228,IT Support,2026-03-18T02:54:52.668098,
Consultant Servicenow  (H/F),Consultant Servicenow  (H/F),Devoteam,Rabat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-servicenow-h-f-at-devoteam-4330793435,IT Support,2026-03-18T02:54:52.668098,
Support Analyst Bilingue Franais/Espagnol (H/F),Support Analyst Bilingue Franais/Espagnol (H/F),Atos,Casablanca et priphrie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/support-analyst-bilingue-fran%C3%A7ais-espagnol-h-f-at-atos-4384154270,IT Support,2026-03-18T02:54:52.667098,
Consultant Servicenow (H/F),Consultant Servicenow (H/F),Devoteam,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/consultant-servicenow-h-f-at-devoteam-4331595019,IT Support,2026-03-18T02:54:52.667098,
Technicien Helpdesk Bilingue,Technicien Helpdesk Bilingue,ManpowerGroup,Casablanca et priphrie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/technicien-helpdesk-bilingue-at-manpowergroup-4382997609,IT Support,2026-03-18T02:54:52.666098,
Data Consultant,Data Consultant,ALTEN MAROC,Rabat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/consultant-qualit%C3%A9-data-quality-assurance-at-alten-maroc-4384048232,IT Support,2026-03-18T02:54:52.666098,
Frontline Support Specialist,Frontline Support Specialist,Deliverect,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/frontline-support-specialist-at-deliverect-4382861266,IT Support,2026-03-18T02:54:52.666098,
Incident Manager,Incident Manager,Payment Center For Africa - PCA,Casablanca et priphrie,2026-03-11,Management,,https://ma.linkedin.com/jobs/view/incident-manager-at-payment-center-for-africa-pca-4384303481,IT Support,2026-03-18T02:54:52.665098,
Ingnieur Mthodes Oprationnel,Ingnieur Mthodes Oprationnel,Scalian,Casablanca et priphrie,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-m%C3%A9thodes-op%C3%A9rationnel-at-scalian-4367426935,IT Support,2026-03-18T02:54:52.665098,
Service Desk Analyst (French & English),Service Desk Analyst (French & English),HCLTech,Rabat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/service-desk-analyst-french-english-at-hcltech-4385697257,IT Support,2026-03-18T02:54:52.664098,
It Local Lead,It Local Lead,HCLTech,Casablanca et priphrie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-local-lead-at-hcltech-4383148105,IT Support,2026-03-18T02:54:52.663098,
Service Desk Analyst (Germanophone),Service Desk Analyst (Germanophone),HCLTech,Rabat,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/service-desk-analyst-germanophone-at-hcltech-4385690416,IT Support,2026-03-18T02:54:52.663098,
Avl Is Always Looking For New Talents - Apply Now With A Speculative Application!,Avl Is Always Looking For New Talents - Apply Now With A Speculative Application!,AVL,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/avl-is-always-looking-for-new-talents-apply-now-with-a-speculative-application%21-at-avl-4385923157,IT Support,2026-03-18T02:54:52.663098,
Technicien Support It Niveaux 1 & 2 (H/F),Technicien Support It Niveaux 1 & 2 (H/F),ilem Group,Casablanca et priphrie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/technicien-support-it-niveaux-1-2-h-f-at-ilem-group-4364549341,IT Support,2026-03-18T02:54:52.662098,
It Technician,It Technician,Hutchinson,Casablanca-Settat,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/it-technician-at-hutchinson-4384576890,IT Support,2026-03-18T02:54:52.660098,
It Desktop And Network Support (Dispatch) Ken,It Desktop And Network Support (Dispatch) Ken,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Rabat et priphrie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-ken-at-brilliant-computers-citadel-and-information-technology-4385901343,IT Support,2026-03-18T02:54:52.659098,
It Desktop And Network Support (Dispatch) Rb,It Desktop And Network Support (Dispatch) Rb,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Rabat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-rb-at-brilliant-computers-citadel-and-information-technology-4385905327,IT Support,2026-03-18T02:54:52.659098,
It Desktop And Network Support (Dispatch) Mrk,It Desktop And Network Support (Dispatch) Mrk,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,arrondissement de Marrakech-Medina,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-mrk-at-brilliant-computers-citadel-and-information-technology-4385690688,IT Support,2026-03-18T02:54:52.659098,
Technicien De Proximit,Technicien De Proximit,Inetum,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/technicien-de-proximit%C3%A9-at-inetum-4385348747,IT Support,2026-03-18T02:54:52.659098,
It Desktop And Network Support (Dispatch) Cas,It Desktop And Network Support (Dispatch) Cas,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Casablanca et priphrie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-cas-at-brilliant-computers-citadel-and-information-technology-4385699381,IT Support,2026-03-18T02:54:52.658100,
It Desktop And Network Support (Dispatch) Tang,It Desktop And Network Support (Dispatch) Tang,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Tanger et priphrie,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-tang-at-brilliant-computers-citadel-and-information-technology-4385686743,IT Support,2026-03-18T02:54:52.658100,
Technicien De Proximit,Technicien De Proximit,MAROC FER,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/technicien-de-proximit%C3%A9-at-maroc-fer-4383132662,IT Support,2026-03-18T02:54:52.657097,
Technicien Support It,Technicien Support It,Scalian,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/technicien-support-it-at-scalian-4367605735,IT Support,2026-03-18T02:54:52.656096,
It Technician,It Technician,TotalEnergies,Maroc,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-technician-at-totalenergies-4385334373,IT Support,2026-03-18T02:54:52.656096,
Administrateur Linux N3,Administrateur Linux N3,Inetum,Mchouar de Casablanca,2026-03-17,IT & Systems,linux,https://ma.linkedin.com/jobs/view/administrateur-linux-n3-at-inetum-4386789586,Linux Administrator,2026-03-18T02:54:10.662516,
Administrateur Linux N3,Administrateur Linux N3,MAROC FER,Mchouar de Casablanca,2026-03-17,IT & Systems,linux,https://ma.linkedin.com/jobs/view/administrateur-linux-n3-at-maroc-fer-4386932213,Linux Administrator,2026-03-18T02:54:10.662516,
Vendeuse Spcialise  Magasin Informatique,Vendeuse Spcialise  Magasin Informatique,OPENMARK,Knitra,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/vendeuse-sp%C3%A9cialis%C3%A9e-%E2%80%93-magasin-informatique-at-openmark-4384473450,System Administrator,2026-03-18T02:53:32.910431,
Recruteur It,Recruteur It,TCrew,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/recruteur-it-at-tcrew-4386328000,System Administrator,2026-03-18T02:53:32.910431,
Servicenow Architect,Servicenow Architect,Cnexia,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/servicenow-architect-at-cnexia-4383141057,System Administrator,2026-03-18T02:53:32.909428,
Ai Training Specialist,Ai Training Specialist,Alignerr,Maroc,2026-03-15,Data & AI,,https://ma.linkedin.com/jobs/view/ai-training-specialist-at-alignerr-4386029495,System Administrator,2026-03-18T02:53:32.909428,
Stagiaire En Recrutement It (F/H),Stagiaire En Recrutement It (F/H),Sofrecom Maroc,Casablanca-Settat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-en-recrutement-it-f-h-at-sofrecom-maroc-4386368713,System Administrator,2026-03-18T02:53:32.908430,
Ingnieur Si Sauvegarde & Stockage,Ingnieur Si Sauvegarde & Stockage,IFCAR Solutions,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-si-sauvegarde-stockage-at-ifcar-solutions-4382786012,System Administrator,2026-03-18T02:53:32.907428,
Servicenow Expert Admin,Servicenow Expert Admin,Amaris Consulting,Casablanca,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/servicenow-expert-admin-at-amaris-consulting-4385504140,System Administrator,2026-03-18T02:53:32.907428,
Technico-Commercial (H/F)  Secteur It,Technico-Commercial (H/F)  Secteur It,HR SKILLS MAROC,Rabat,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/technico-commercial-h-f-%E2%80%93-secteur-it-at-hr-skills-maroc-4384621506,System Administrator,2026-03-18T02:53:32.907428,
Commercial Confirm / Secteur It,Commercial Confirm / Secteur It,HR SKILLS MAROC,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/commercial-confirm%C3%A9-secteur-it-at-hr-skills-maroc-4386739815,System Administrator,2026-03-18T02:53:32.907428,
Servicenow Itom/Cmdb Specialist,Servicenow Itom/Cmdb Specialist,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/servicenow-itom-cmdb-specialist-at-inetum-4228967025,System Administrator,2026-03-18T02:53:32.906428,
Administrateur As400 / Ibm I,Administrateur As400 / Ibm I,AXONE,Rabat,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-as400-ibm-i-at-axone-4384181872,System Administrator,2026-03-18T02:53:32.906428,
Administrateur As400 / Ibm I,Administrateur As400 / Ibm I,AXONE,Rabat et priphrie,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-as400-ibm-i-at-axone-4384156921,System Administrator,2026-03-18T02:53:32.906428,
It Local H/F - Casablanca,It Local H/F - Casablanca,HCLTech,Casablanca et priphrie,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/it-local-h-f-casablanca-at-hcltech-4383131772,System Administrator,2026-03-18T02:53:32.905429,
Administrateur Systemes (H/F),Administrateur Systemes (H/F),Tessi,Oujda,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-systemes-h-f-at-tessi-4385340234,System Administrator,2026-03-18T02:53:32.905429,
Administrateur Systme & Rseaux / Rfrent Ms 365 - H/F,Administrateur Systme & Rseaux / Rfrent Ms 365 - H/F,Groupe BBL,Casablanca,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-syst%C3%A8me-r%C3%A9seaux-r%C3%A9f%C3%A9rent-ms-365-h-f-at-groupe-bbl-4385560915,Network Engineer,2026-03-18T02:52:56.946595,
Administrateur Rseau N3,Administrateur Rseau N3,Inetum,Mchouar de Casablanca,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-r%C3%A9seau-n3-at-inetum-4243829294,Network Engineer,2026-03-18T02:52:56.946595,
Bellman / Bagagiste - Amanjena,Bellman / Bagagiste - Amanjena,Aman,Marrakech,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/bellman-bagagiste-amanjena-at-aman-4374768236,Information Security,2026-03-18T02:52:19.199632,
Front Desk Agent - Taghazout Bay Marriott Resort,Front Desk Agent - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/front-desk-agent-taghazout-bay-marriott-resort-at-marriott-international-4384218101,Information Security,2026-03-18T02:52:19.198631,
Microsoft Teams Architect,Microsoft Teams Architect,Concentrix,Maroc,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/microsoft-teams-architect-at-concentrix-4382514546,Information Security,2026-03-18T02:52:19.198631,
Asari - Postdoctoral Fellow In Plant Nutrition And Fertilization,Asari - Postdoctoral Fellow In Plant Nutrition And Fertilization,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,Other,,https://ma.linkedin.com/jobs/view/asari-postdoctoral-fellow-in-plant-nutrition-and-fertilization-at-um6p-university-mohammed-vi-polytechnic-4386018151,Information Security,2026-03-18T02:52:19.198631,
Accounts Payable Clerk (Comptabilit Fournisseur) - Taghazout Bay Marriott Resort,Accounts Payable Clerk (Comptabilit Fournisseur) - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/accounts-payable-clerk-comptabilit%C3%A9-fournisseur-taghazout-bay-marriott-resort-at-marriott-international-4384295217,Information Security,2026-03-18T02:52:19.198631,
Technicien De Maintenance Polyvalent - Taghazout Bay Marriott Resort,Technicien De Maintenance Polyvalent - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/technicien-de-maintenance-polyvalent-taghazout-bay-marriott-resort-at-marriott-international-4384295219,Information Security,2026-03-18T02:52:19.197632,
General Cashier/Paymaster - Taghazout Bay Marriott Resort,General Cashier/Paymaster - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/general-cashier-paymaster-taghazout-bay-marriott-resort-at-marriott-international-4384291330,Information Security,2026-03-18T02:52:19.197632,
Income Auditor - Taghazout Bay Marriott Resort,Income Auditor - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/income-auditor-taghazout-bay-marriott-resort-at-marriott-international-4384290378,Information Security,2026-03-18T02:52:19.197632,
Accounts Receivable (Comptabilit Client) - Taghazout Bay Marriott Resort,Accounts Receivable (Comptabilit Client) - Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,IT & Systems,,https://ma.linkedin.com/jobs/view/accounts-receivable-comptabilit%C3%A9-client-taghazout-bay-marriott-resort-at-marriott-international-4384277738,Information Security,2026-03-18T02:52:19.196636,
Reservation Agent -Taghazout Bay Marriott Resort,Reservation Agent -Taghazout Bay Marriott Resort,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/reservation-agent-taghazout-bay-marriott-resort-at-marriott-international-4384294313,Information Security,2026-03-18T02:52:19.196636,
Account Manager,Account Manager,Midis Group,Casablanca,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/account-manager-at-midis-group-4337743773,Information Security,2026-03-18T02:52:19.196636,
Assistant It Manager,Assistant It Manager,Confidential,Casablanca-Settat,2026-03-11,Management,,https://ma.linkedin.com/jobs/view/assistant-it-manager-at-confidential-4382856233,Information Security,2026-03-18T02:52:19.195631,
Customer Success Account Manager,Customer Success Account Manager,"Kaspersky France and North, West & Central Africa",Casablanca-Settat,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/customer-success-account-manager-at-kaspersky-france-and-north-west-central-africa-4384982999,Information Security,2026-03-18T02:52:19.195631,
Analyste Soc N2,Analyste Soc N2,PwC au Maroc,Casablanca-Settat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/analyste-soc-n2-at-pwc-au-maroc-4386334558,SOC Analyst,2026-03-18T02:51:41.050442,
Compliance Analyst,Compliance Analyst,Pay10 Maroc,Casablanca et priphrie,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/compliance-analyst-at-pay10-maroc-4382753584,Security Analyst,2026-03-18T02:49:44.259118,
Senior Security Engineer,Senior Security Engineer,Orange Business,Casablanca-Settat,2026-03-13,Cybersecurity,,https://ma.linkedin.com/jobs/view/senior-security-engineer-at-orange-business-4384298327,Security Analyst,2026-03-18T02:49:44.259118,
